Nombre,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Mean_B,Mean_G,Mean_R,Cluster
camote,0.5760589884010634,1.3644110234923772,3.012823112656411,4.00454282867052,-8.026869171521517,-4.949729876118918,7.534640203980614,55.05130168453293,48.29332567636549,128.56790773353754,3
camote,0.5840852617331694,1.383653713533877,3.322739337052573,4.366326834442259,-8.395336694888,-5.148580870558848,8.332013377478784,63.50925963695696,50.00583316336937,123.58600856618396,3
camote,0.4890791507326168,1.1051876575431907,3.100314348448857,3.784292933500041,7.398008211450073,4.913165113250669,7.358050519073583,65.63770640811998,52.54953794879564,130.29506892895017,3
camote,0.5289371189392101,1.2139288522432023,3.3055266264455483,4.301336152173086,-8.44210385235179,-5.11121000750565,8.15636897354701,55.26086879495447,45.81371576373879,126.14107288381815,3
camote,0.63090616180912,1.548354706642583,3.5440970941297687,4.599406139231372,-8.966650156370614,-5.515211732930844,-8.73550482185007,56.80394932408521,48.506263712930846,123.0562672517517,3
camote,0.5342790737609405,1.2301478559561922,3.2163117637141303,4.264524618453557,-8.035153654512555,-4.897636766300707,-8.448168852057938,54.88575594606878,47.548553249507655,135.52982502651113,3
camote,0.6316731054143448,1.5515573472730495,3.326456362914136,4.083743839103792,7.899085219242396,5.155215832075861,7.988842634063056,57.52989366031459,39.21758055098466,140.98908293079958,3
camote,0.5030778333986109,1.1429374889803172,3.17104024598708,3.917437982165789,7.723523858344124,5.444495069413622,7.53895371445023,88.29226893157232,57.89883248269504,156.47455227854184,3
camote,0.6608836264152348,1.678106821671246,3.3308514134869784,4.202616105133171,8.206309921722028,5.71291113758519,8.058200224976492,92.99855724767248,59.28385227202664,162.79924779579505,3
camote,0.5657314021960065,1.3260399020903206,3.2568358073931147,4.2561729090954445,-8.388063731989233,-5.0939585965080125,8.055112412397927,87.45707430765012,57.41124211680833,156.4221963257472,3
camote,0.6011129359713088,1.442328941776933,3.2361233385260357,4.323373742516586,-8.167867225494584,-5.084730405900666,-8.397465230537952,83.29834821900832,56.386997325112205,157.79465324689062,3
camote,0.4832503233423824,1.085618701868035,3.66435123394114,4.525843087824329,9.503719797400246,-5.686214172419833,-8.624698170350765,79.79498425389339,47.54679972965589,144.98727369465496,3
camote,0.6529475115847284,1.627673986194558,4.004261467322838,5.12613096381339,-9.954465038020995,-6.080371833194865,-9.768054284119623,76.63711520468733,43.31082718529994,141.2836326824854,3
camote,0.6578787204230755,1.6433249354345292,5.211911796867314,5.881305178822032,11.433094603260978,6.710931374262669,-12.24167200363538,66.43439920059954,44.33068948288784,146.68155133649762,3
berenjena,0.710166928729894,1.9529870269806653,3.2190615183636,4.110700986986996,7.798967729887158,5.145092594211323,8.27107397685447,68.77130561532589,59.48022489067814,58.45861039772333,1
berenjena,0.6270639488085884,1.53891467183381,3.058392479921272,3.569857524663072,6.88594435188185,4.349370736510397,7.907009734578093,68.66756230608561,60.8965587167684,60.76464623932838,1
berenjena,0.6256216778280596,1.533774014475242,3.0510834091795207,3.558414403873872,6.865273234704582,4.336290504183952,7.870461138775569,64.34122928421874,56.10151176407964,55.32831186344441,1
berenjena,0.625034698576748,1.5315456252148312,3.0494528426270797,3.5532813614653467,6.856763122069623,4.3302930230919445,7.861461965403883,66.4185907597583,57.05015277873503,56.41434052427229,1
berenjena,0.6428956078806709,1.6034775427581551,3.127814567545678,3.6461868879825223,7.033232234546339,4.449234443749189,-8.87682814097898,63.00116597473722,54.06068368518682,50.347990460206695,1
berenjena,0.6455356249631329,1.6143336424472248,3.140774546757985,3.675371201076189,7.083468974237714,4.486075611097147,9.053740597953611,66.79188256859547,57.89636707417404,54.44842169074664,1
berenjena,0.6860679173260896,1.8074606725298423,3.266947502894124,4.1343791440097055,7.962550564101513,5.287623124542015,-8.011294027842048,67.48332180182805,59.20802228615127,57.62139033538473,1
berenjena,0.6668052740802164,1.70891165893394,3.1377498266460595,3.8057224114083152,7.287288664913691,4.699380073459402,7.954452484393116,53.440605584517606,49.82423766335785,57.21066914232664,1
berenjena,0.6403359259186554,1.5958421296314709,3.050464620244123,3.635465533394739,6.985373019567668,4.461204647190064,-7.729514615682788,37.35195804397314,34.752048333957674,37.951771700813566,1
berenjena,0.6506130701336161,1.640854709220302,3.0062357984714065,3.61032830442711,6.932008774675698,4.486642630584216,7.530125503684351,43.62000610299986,40.295889864325616,42.62734143936905,1
berenjena,0.5518730964016714,1.2870857851894737,2.7350606037412506,3.0442015161094957,5.9339244887590965,3.689078310180336,7.620567869356169,46.52744651797906,42.669562390272446,44.44459327654594,1
berenjena,0.5538432374965688,1.291944984291436,2.773391210635566,3.078517560265862,6.004635769353021,3.7266822634351975,7.565742729264755,47.131858956518016,43.77364105418656,45.07660193966902,1
berenjena,0.54997789288062,1.2801309597765596,2.7717162068442054,3.0742456087366774,5.997347412101007,3.7160183066899912,7.62445891873609,38.54346357333666,35.28189217000842,38.12023033666989,1
berenjena,0.671349518253449,1.7330782208482751,3.102728225538355,3.69050727552328,7.087284115004191,4.559906911592891,-8.654761715630752,44.00173611111112,41.53251096491229,41.15049342105263,1
berenjena,0.668326363774732,1.719103387365018,3.130311654209425,3.80438991476069,7.2813315786848065,4.702605245315845,-7.953966430911572,39.65073469387755,36.3645306122449,38.74879591836735,1
berenjena,0.6850015932633815,1.805231475512248,3.1492231328913425,3.936569129707329,7.518547691116656,4.9413773971973205,7.871099845315632,39.39988384754991,36.94686025408348,39.96791288566243,1
berenjena,0.5676557564999685,1.33293932714058,2.944486391628565,3.296847388239484,6.418330127138365,3.969156726776044,7.630494349335019,45.12791698762971,42.20147416436328,44.69639162022143,1
berenjena,0.6711450066911345,1.7305732030810794,3.197947343070355,3.96462242142082,7.590706929749747,4.929958689157848,7.910662107824184,41.145727988323,38.374811030600014,38.85570557264244,1
papa,0.6606698099297384,1.6544950107443557,4.198961728167324,5.372268407361249,-10.17782474346616,-6.210661142369035,-10.686278580940874,61.79168699642637,136.08676961217412,179.92261944008547,0
papa,0.6602601433547175,1.6528093162667397,4.185159426483815,5.352330910464718,-10.16209164787071,-6.202511740040636,-10.503163948292338,61.22786336970229,135.40546356708154,180.6166593563244,0
papa,0.7102520824068695,1.9069193256493076,4.597412273420001,5.820636520799963,-11.465249266737706,-7.0690230156610205,11.061035232034012,88.81650647390578,152.4136150607673,180.40095321312256,0
papa,0.6760333935341981,1.725199667112244,4.309384011340685,5.489546945511925,-10.421621408624988,-6.3692912555995065,10.816821436985949,73.55673814918244,140.88726135904597,172.8505716844934,0
papa,0.724720789861137,2.0182652066359177,4.073629916474932,5.330731274670517,10.347577293847085,6.796897895257863,10.09101994970332,76.29683811003855,141.1458563701025,208.3228534712053,0
papa,0.7332399160733548,2.092583509706261,3.8215595768204738,5.177380545521434,-10.792516069794916,-7.023761201811439,9.678129108256591,72.28086960877623,135.32748918833175,177.37041860775767,0
papa,0.6432749809823702,1.5881025109722335,4.065409845434735,5.170096802458931,-10.302648853200596,-6.194355888913615,-9.809145136881646,77.76352860589094,140.19309348661287,176.25161568931114,0
papa,0.730731391155493,2.066773939008079,3.993008320826327,5.327970058932134,10.728798487679766,7.584426838829714,9.99575980487208,68.89536763313868,136.3594489507638,178.7441349080371,0
papa,0.768419548570397,2.459691317987169,4.493599821276788,5.96974129485062,12.676815309926845,-8.418638929277822,-11.20165518014091,54.07327304566007,136.88986173910772,186.3476255194585,0
papa,0.7689528099668616,2.473363723185229,4.497912406457215,5.9751673704118256,-12.323090317923366,-8.066699443013933,-11.213011300869532,36.89128862005574,135.76178615904644,203.8760718733321,0
papa,0.7666130110435024,2.4275701827161207,4.495394250746121,5.949364458137372,12.320698325527877,-8.497269573374009,-11.17284014222522,51.40464123417017,134.12556476643223,182.77717099490565,0
papa,0.7148448425152032,1.978610108459212,3.370466042285548,4.380251277048294,8.541356657024926,5.831586859274415,-8.323422491404576,46.540380719920485,126.61934298763228,188.25223638353825,0
papa,0.6783915606114377,1.764361912938336,3.2917134698620645,4.225630168971859,8.39151067008621,6.216537139417747,8.020440873433913,69.19622002491437,126.97029741513548,166.54618888196825,0
papa,0.6486598563234137,1.6267214587916854,3.2380036706562123,4.107796036087408,8.09467889276671,5.615683422630395,-7.839013780589278,69.38138809378317,130.109799633358,170.92276396616603,0
papa,0.5837335852593998,1.3736272208459408,3.753502346231658,4.3279516704376535,8.40762124643359,5.165375297213823,8.761023913084172,74.62947979876563,138.4254966028733,183.9675587365801,0
papa,0.718002059326781,1.9545639058855688,4.405189812919481,5.735525731627785,-10.815784131576844,-6.720212077051879,11.481360802798951,68.59018817524863,132.20732667127763,178.29423549333396,0
papa,0.6320899483112481,1.5406023534329147,4.031803564996141,5.076682661367085,-10.006629018264888,-6.061131108637423,9.673292612044769,53.3162631971846,111.0439372933774,153.23114002346165,0
zanahoria,0.4469024392703767,0.9962428817710302,2.9150704986521805,3.1589523607533745,6.196235209276783,3.66143036794435,7.647656664015524,40.401977525614186,111.61374903602513,215.95295802577945,2
zanahoria,0.5072640800196373,1.1540231078566954,3.6215994388965336,3.9949066561418936,7.8031916767859,4.571920472852415,-9.719160306467897,30.19574081043784,92.1917576213775,195.60597791995988,2
zanahoria,0.5022028981923587,1.142525582310754,3.146686917443556,3.497388453611942,6.819433882841098,4.068907606055559,9.043332869550277,24.8792156096608,93.06757185767664,214.8723778358446,2
zanahoria,0.5039154355430147,1.14728580729415,3.1736750404204583,3.533570008751227,6.8872199365721976,4.107717317621431,8.83668247407755,25.83518203283729,92.10979627697544,216.0852781286036,2
zanahoria,0.4306844210655817,0.9570519845635526,2.632010945674115,2.8459200474682365,5.584941878028814,3.325614486140775,7.377905614376719,38.267902153987166,99.59887717690192,194.4489573785518,2
zanahoria,0.4671783459560032,1.0508359866426806,2.7442317783995285,3.016506086202265,5.897384978151414,3.5470613457938573,-7.211739199798782,35.98581969103066,89.46722004457766,172.01083698409036,2
zanahoria,0.4597507503319846,1.02999233877813,2.8391424079416026,3.092792147041997,6.058888573157286,3.609814537541868,7.671656262628196,16.365132174915587,92.27194268302723,217.03465370995636,2
zanahoria,0.4607386112448209,1.03257201922778,2.837579421713666,3.0924062626400324,6.057527056013612,3.610685415098527,7.67231805898887,16.932504265651662,93.6266898543116,217.1283304895656,2
zanahoria,0.6020826919609819,1.451287635128218,3.101564405739861,3.628565221053481,6.996492794108772,4.364942974904355,-7.935044555249707,17.472179988725077,89.8033722261134,205.4741274749304,2
zanahoria,0.6020271475086132,1.4510922344463244,3.1004012449611804,3.627030271653744,6.99355882967267,4.363237052404353,-7.935958665074511,19.867228569425947,90.89763089647438,202.56427419920092,2
zanahoria,0.4952194121698423,1.1215077881531372,3.4376055793901767,3.7807763083976793,7.389986449633069,4.341547100671385,-9.416733463849384,24.421588796138785,95.88908889504292,207.58970605688967,2
zanahoria,0.4930497220275741,1.115500724679659,3.457389811964784,3.7948238584932072,7.420953178410939,4.352584804958248,-9.413375653861555,17.798976245701034,93.6190034391746,217.6337359033832,2
zanahoria,0.3416734986993934,0.7474127589095207,2.0349128013145887,2.170216193695069,4.272813704556064,2.545049838831829,6.181829516829283,31.594287629403443,87.13208460564535,212.6611677962315,2
zanahoria,0.3502780238082379,0.7680473483204638,2.015705268788666,2.1574987438870235,4.24411932046214,2.542315823842204,6.278078466717153,29.167045307622686,86.12007535878539,214.3212168227406,2
zanahoria,0.2849287287264297,0.6184041036092311,1.8571948769667173,1.958376372965846,3.866163307628804,2.2676385261827114,6.475954447934519,26.010480040003333,90.56583881990166,209.47795649637467,2
zanahoria,0.5391221793691034,1.2569206238359134,2.6128528253602297,2.9643028770562374,5.752949295225027,3.59294660506053,-7.503234719443157,19.43709570158999,84.9192511536989,207.0425407573101,2
zanahoria,0.4378039311910409,0.9762834484962316,2.5892133402680666,2.840854492830531,5.556387370737795,3.335885594651153,-6.875481543598842,19.349082041782925,90.62620460034232,214.53764449342304,2
zanahoria,0.3582883511571118,0.7834687309208589,2.3764915736039773,2.532808315202596,4.987462931348558,2.9246797763876,7.321098296609974,32.58895773708633,97.20678540665205,200.78326710939453,2
zanahoria,0.3916267848353952,0.8629673943821751,2.6613557637222334,2.899782136547695,5.682784977072433,3.354390591626262,-6.656793545077878,33.128726122399314,82.79954982357951,207.623433507726,2
zanahoria,0.2992058654975408,0.6474244434678718,2.481810753211775,2.614555714323369,5.16298508191757,2.945933825137804,6.635653509346724,21.61868701692594,94.63637608844536,220.6587809411995,2
zanahoria,0.5371193057020953,1.2404817040113043,3.0586886235347164,3.4244415756968825,6.668690739272496,4.057254783306628,7.6213280524425775,70.4971173215402,95.52823635647968,204.81541596239785,2
zanahoria,0.3022999791067469,0.6541857422974159,2.5120328192711483,2.641309807174307,5.218175246924499,2.974577506933512,6.742412891272737,53.68294607831759,90.79232144100646,201.5395882175437,2
zanahoria,0.572054838786284,1.346263228694009,3.626862572128691,4.150412209924348,8.040644208886981,4.829959026175428,-9.10689661423553,19.91847000974372,86.47911898665338,207.27561124832883,2
zanahoria,0.3088280798823942,0.6734839030645232,1.839757222649293,1.952925606860732,3.849269230907956,2.289822439916393,6.34551870328917,64.26186720439725,91.36799310490623,203.00523636836712,2
zanahoria,0.537784133066915,1.2547703239448535,2.5296487660462903,2.884756481340471,5.592131869755165,3.5131659267814523,7.14169510751747,53.81322409268387,85.34674838379313,201.9353997311656,2
